timestamp,open,high,low,close,volume
2023-08-10,227.23,229.04,226.35,226.69,990975
2023-08-11,230.19,231.04,228.16,229.82,659045
2023-08-14,232.81,233.31,229.49,232.87,1036642
2023-08-15,240.49,241.54,238.51,239.61,1097418
2023-08-16,232.99,233.21,232.23,233.15,1210162
2023-08-17,229.21,230.7,228.89,230.15,1106066
2023-08-18,220.49,222.65,217.94,219.59,1454821
2023-08-21,213.58,215.0,211.21,214.04,861844
2023-08-22,214.53,219.26,214.44,215.1,633038
2023-08-23,215.99,216.9,215.24,216.41,1112718
2023-08-24,218.2,218.33,216.58,217.35,1239841
2023-08-25,217.92,218.54,215.22,216.79,1202652
2023-08-28,211.74,215.15,211.07,213.83,893477
2023-08-29,210.94,214.56,209.1,212.93,922046
2023-08-30,215.03,216.44,211.75,213.63,1090769
2023-08-31,214.76,219.72,214.35,217.0,1009825
2023-09-01,220.02,220.12,218.14,218.6,1161324
2023-09-04,216.46,216.75,215.44,215.73,1254022
2023-09-05,233.62,235.92,226.43,230.84,1275478
2023-09-06,238.07,240.36,234.61,236.24,1059451
2023-09-07,248.56,248.57,244.51,246.35,1129895
2023-09-08,250.15,251.65,247.04,249.22,1071879
2023-09-11,241.93,244.36,240.9,243.46,1050926
2023-09-12,245.68,248.32,243.07,243.85,1033489
2023-09-13,244.1,247.12,241.51,243.52,949137
2023-09-14,242.46,245.32,242.22,242.97,837903
2023-09-15,251.06,252.92,247.44,248.42,903692
2023-09-18,248.4,249.06,246.31,247.55,1008070
2023-09-19,247.83,248.19,245.56,245.61,786354
2023-09-20,244.19,244.89,241.12,244.07,883745
2023-09-21,240.61,240.67,239.28,240.13,1066794
2023-09-22,241.64,241.68,241.38,241.43,1012787
2023-09-25,239.19,241.16,235.47,239.95,1224444
2023-09-26,239.02,243.1,236.92,238.13,773417
2023-09-27,239.47,239.48,239.33,239.4,1002352
2023-09-28,235.08,238.18,234.79,235.95,1224433
2023-09-29,226.63,229.71,224.37,227.91,1281057
2023-10-02,226.55,230.32,225.98,229.4,762609
2023-10-03,242.2,242.42,240.92,241.07,957389
2023-10-04,243.76,244.45,242.31,244.29,1075929
2023-10-05,246.3,247.27,246.06,246.23,893441
2023-10-06,247.95,248.75,247.91,248.37,1109766
2023-10-09,251.6,252.29,247.38,249.95,993979
2023-10-10,247.81,249.79,246.27,248.11,960959
2023-10-11,254.12,255.26,250.7,253.71,1046331
2023-10-12,249.64,251.17,249.11,249.81,1032433
2023-10-13,249.87,250.17,247.2,248.51,1196151
2023-10-16,249.6,254.08,247.27,249.2,994599
2023-10-17,253.37,254.03,250.26,251.92,1155455
2023-10-18,255.11,257.56,252.36,254.19,978301
2023-10-19,260.14,261.47,259.04,259.46,1046412
2023-10-20,259.26,260.79,256.27,257.27,793108
2023-10-23,259.33,261.66,257.42,259.11,1198145
2023-10-24,268.78,269.79,267.8,269.12,1403914
2023-10-25,270.85,272.4,265.62,269.87,915986
2023-10-26,273.07,275.42,268.58,270.44,717145
2023-10-27,272.74,276.41,271.45,273.8,822761
2023-10-30,268.73,273.96,267.48,270.86,815578
2023-10-31,268.94,270.52,268.91,270.19,1052049
2023-11-01,270.04,270.8,268.2,269.0,1576017
2023-11-02,271.37,272.15,270.36,271.02,1025918
2023-11-03,275.59,276.63,269.29,274.56,959592
2023-11-06,273.79,273.8,272.93,272.98,913079
2023-11-07,270.48,274.45,263.94,268.86,1217389
2023-11-08,270.64,271.01,269.59,270.4,988728
2023-11-09,271.85,273.82,269.79,270.39,1270779
2023-11-10,274.83,277.48,271.83,275.31,846250
2023-11-13,281.19,281.4,278.09,278.91,1378610
2023-11-14,287.95,289.16,282.39,287.46,1010813
2023-11-15,285.9,287.31,283.24,283.89,1136384
2023-11-16,287.37,289.24,280.61,283.69,1156951
2023-11-17,283.26,285.14,279.23,284.54,1156318
2023-11-20,291.16,294.65,285.94,288.22,1209767
2023-11-21,283.27,289.01,279.47,282.5,819720
2023-11-22,281.66,282.84,280.87,281.97,1273349
2023-11-23,277.18,280.01,276.62,277.52,980267
2023-11-24,286.61,287.56,285.89,285.98,1031519
2023-11-27,286.24,288.38,286.16,288.08,1368361
2023-11-28,292.02,292.8,289.48,291.03,948883
2023-11-29,294.53,298.08,293.48,295.68,1057243
2023-11-30,297.88,297.89,294.54,294.95,937024
2023-12-01,301.74,304.52,298.7,301.98,1300375
2023-12-04,297.29,300.52,295.33,298.16,560781
2023-12-05,306.66,308.86,304.02,304.8,1098552
2023-12-06,293.9,297.94,293.68,294.9,911424
2023-12-07,282.58,288.62,281.81,283.61,1600996
2023-12-08,283.89,287.29,282.68,285.22,1308219
2023-12-11,279.62,281.13,278.07,278.24,1102707
2023-12-12,276.45,277.96,275.63,277.48,1011055
2023-12-13,276.13,277.44,270.67,274.86,1259990
2023-12-14,277.09,277.36,274.92,276.43,1285299
2023-12-15,274.61,277.32,272.98,275.0,932678
2023-12-18,263.75,268.02,263.12,264.89,1306258
2023-12-19,260.89,261.23,258.11,260.39,954379
2023-12-20,265.06,268.74,262.98,264.9,806866
2023-12-21,266.38,268.34,265.8,268.17,1131065
2023-12-22,268.17,268.34,267.26,267.92,1093098
2023-12-25,262.48,266.11,262.01,265.28,582410
2023-12-26,260.98,263.21,257.86,260.76,1323445
2023-12-27,272.26,273.59,268.85,270.38,990237
2023-12-28,270.57,271.06,269.58,270.7,903420
2023-12-29,266.43,267.27,266.08,266.64,1241919
2024-01-01,268.83,269.69,266.21,267.33,647880
2024-01-02,271.93,278.89,270.96,272.8,1102232
2024-01-03,267.58,273.79,267.5,271.31,1071768
2024-01-04,264.44,264.54,263.0,263.39,843434
2024-01-05,264.67,269.58,263.51,268.95,787389
2024-01-08,270.93,271.62,268.1,268.76,1173004
2024-01-09,271.9,272.63,269.86,271.3,1121841
2024-01-10,276.73,279.17,276.69,277.63,1003682
2024-01-11,282.93,284.33,282.78,284.29,1493905
2024-01-12,293.14,294.29,280.93,290.14,936100
2024-01-15,278.93,285.06,278.88,284.1,1198381
2024-01-16,274.23,276.1,271.59,274.88,1221383
2024-01-17,279.37,282.53,275.63,278.64,1100003
2024-01-18,278.33,281.17,277.87,279.96,1176611
2024-01-19,275.55,280.81,273.94,279.03,605566
2024-01-22,274.4,275.76,273.92,275.09,1124018
2024-01-23,281.11,283.67,279.41,281.39,968495
2024-01-24,271.93,275.85,271.89,273.95,1104662
2024-01-25,274.72,276.21,272.41,273.79,800191
2024-01-26,278.18,279.56,274.78,277.12,690548
2024-01-29,280.17,281.07,279.32,279.4,879938
2024-01-30,282.98,287.17,278.51,281.3,1447408
2024-01-31,285.88,287.85,284.44,285.74,1242919
2024-02-01,291.94,294.19,286.0,290.12,807014
2024-02-02,292.9,293.38,289.79,292.06,995598
2024-02-05,278.2,282.51,277.48,278.58,834802
2024-02-06,279.82,281.88,276.19,278.3,1327759
2024-02-07,272.87,273.05,272.17,272.86,916902
2024-02-08,277.06,277.1,276.78,276.93,1054266
2024-02-09,267.03,268.13,266.73,268.04,998291
2024-02-12,261.72,263.61,259.8,262.42,626352
2024-02-13,263.36,264.71,262.54,263.51,1112829
2024-02-14,269.28,273.06,265.18,267.53,669154
2024-02-15,272.47,273.16,270.94,272.07,1147247
2024-02-16,273.03,276.33,271.73,271.92,826867
2024-02-19,269.33,270.49,269.12,270.08,1362173
2024-02-20,268.69,269.21,267.98,268.87,751414
2024-02-21,264.62,267.11,263.7,264.19,521204
2024-02-22,256.34,257.16,255.45,256.28,635222
2024-02-23,256.56,258.19,254.38,254.7,990159
2024-02-26,261.52,263.08,261.19,262.75,880909
2024-02-27,265.5,266.56,265.39,266.19,810866
2024-02-28,267.82,270.67,267.76,269.76,900156
2024-02-29,269.76,271.79,268.74,269.89,772117
2024-03-01,280.17,280.47,278.25,279.43,931673
2024-03-04,284.48,285.77,283.57,283.58,872966
2024-03-05,270.07,273.38,269.51,271.54,1015015
2024-03-06,267.97,273.42,267.55,270.63,1220328
2024-03-07,272.39,279.49,271.75,273.95,847172
2024-03-08,280.12,280.53,277.5,279.17,1015710
2024-03-11,273.81,273.93,271.99,272.28,1148188
2024-03-12,273.34,273.66,270.92,271.93,1071855
2024-03-13,267.45,270.73,264.15,267.92,883431
2024-03-14,262.07,262.49,261.95,262.17,1020926
2024-03-15,265.76,269.93,263.5,265.01,1016098
2024-03-18,272.76,275.25,271.56,274.72,971852
2024-03-19,278.58,281.94,276.19,279.5,1120034
2024-03-20,283.23,284.62,281.33,282.73,826583
2024-03-21,272.56,273.75,270.58,271.88,643225
2024-03-22,274.06,275.73,272.58,275.21,1473734
2024-03-25,273.52,276.88,269.65,275.71,742929
2024-03-26,265.21,265.64,263.08,263.24,1228843
2024-03-27,268.06,269.19,264.66,268.8,1208406
2024-03-28,273.27,273.31,269.43,271.8,1073638
2024-03-29,268.75,271.22,261.99,266.43,841360
2024-04-01,271.36,272.49,268.25,271.13,1106432
2024-04-02,272.35,276.06,270.05,272.3,1063366
2024-04-03,268.48,272.82,268.25,272.26,1021695
2024-04-04,275.27,278.2,275.08,275.21,798885
2024-04-05,271.92,272.01,270.03,270.62,1155273
2024-04-08,269.49,278.04,268.17,272.86,889921
2024-04-09,267.58,269.88,266.77,267.26,750114
2024-04-10,258.23,258.97,256.9,258.2,1314530
2024-04-11,253.27,257.71,252.9,256.38,970680
2024-04-12,264.55,267.44,263.48,265.07,726212
2024-04-15,271.31,271.35,268.94,270.8,684849
2024-04-16,264.06,264.81,263.44,264.76,922828
2024-04-17,272.3,275.22,270.79,271.33,465720
2024-04-18,268.41,273.63,265.53,269.87,1095977
2024-04-19,271.44,273.09,270.97,272.42,1165283
2024-04-22,268.71,271.82,268.31,270.63,875003
2024-04-23,269.39,274.38,266.94,269.97,994725
2024-04-24,267.37,271.22,265.18,271.05,663374
2024-04-25,267.27,269.45,262.64,267.77,1070162
2024-04-26,269.86,269.99,269.03,269.17,1141075
2024-04-29,269.16,269.67,266.77,267.66,766967
2024-04-30,271.8,272.2,270.03,271.9,1277611
2024-05-01,265.79,268.76,263.68,265.91,1024513
2024-05-02,268.35,270.5,268.13,268.54,1107663
2024-05-03,270.95,273.73,268.26,269.99,1038723
2024-05-06,266.03,268.44,265.7,267.89,1112754
2024-05-07,274.17,274.37,273.18,274.31,863758
2024-05-08,271.54,274.38,270.84,273.96,765128
2024-05-09,272.77,275.84,269.14,275.06,1040631
2024-05-10,290.26,292.06,289.26,289.54,958474
2024-05-13,289.02,289.45,288.1,288.39,786923
2024-05-14,294.33,295.11,288.25,290.65,1271328
2024-05-15,295.38,297.17,294.73,297.11,1023277
2024-05-16,305.41,310.57,304.48,307.49,917727
2024-05-17,315.99,319.81,313.72,317.13,1173076
2024-05-20,312.97,313.94,312.54,313.53,1152879
2024-05-21,302.12,305.39,300.62,303.9,837128
2024-05-22,301.81,305.34,299.77,301.58,1206378
2024-05-23,302.29,305.36,297.77,301.74,1127669
2024-05-24,305.21,308.63,300.55,305.07,837952
2024-05-27,306.59,307.18,305.07,306.88,699340
2024-05-28,300.61,304.69,300.59,302.25,1345821
2024-05-29,299.91,300.29,299.48,299.64,1083563
2024-05-30,299.01,299.7,298.78,298.91,1003786
2024-05-31,296.06,296.85,293.4,294.07,941665
2024-06-03,291.23,295.68,291.03,294.85,1064643
2024-06-04,286.29,292.92,286.03,291.55,760219
2024-06-05,294.34,295.42,293.45,294.76,1087426
2024-06-06,298.79,304.09,296.46,298.4,710664
2024-06-07,295.78,296.04,293.4,293.62,796590
2024-06-10,299.62,305.83,295.86,300.6,983936
2024-06-11,297.91,300.45,294.09,298.62,1039739
2024-06-12,311.72,315.51,310.03,310.68,1121262
2024-06-13,310.69,311.97,309.18,309.49,666354
2024-06-14,319.78,321.07,315.06,315.52,727768
2024-06-17,317.66,318.05,316.54,316.99,667236
2024-06-18,310.69,313.43,307.3,310.18,1056309
2024-06-19,312.19,313.18,311.98,312.93,756451
2024-06-20,320.86,322.32,316.23,318.15,935442
2024-06-21,313.15,320.4,309.71,313.0,1023495
2024-06-24,307.75,314.79,306.76,309.15,1057878
2024-06-25,315.87,316.58,311.16,313.46,1193414
2024-06-26,302.76,303.55,301.74,302.03,736045
2024-06-27,309.13,310.59,307.66,310.36,1057355
2024-06-28,310.35,311.14,308.93,311.08,562951
2024-07-01,314.93,315.27,313.73,315.08,1024660
2024-07-02,304.08,304.67,302.25,304.0,1050933
2024-07-03,312.11,313.47,309.87,311.15,892805
2024-07-04,311.52,311.99,307.45,308.34,1129168
2024-07-05,300.8,302.92,295.1,297.61,807364
2024-07-08,309.9,313.17,305.38,308.21,752374
2024-07-09,299.01,303.3,297.8,302.21,1048306
2024-07-10,304.24,305.8,302.76,304.22,1053415
2024-07-11,297.14,303.73,294.78,301.09,1012145
2024-07-12,292.29,294.16,291.98,293.46,1112183
2024-07-15,294.92,294.94,293.55,294.44,714892
2024-07-16,304.58,304.59,296.97,299.76,969606
2024-07-17,295.08,300.14,294.98,297.86,1146553
2024-07-18,307.04,307.24,305.87,307.15,1235295
2024-07-19,309.04,315.85,307.25,311.3,1282332
2024-07-22,312.29,318.18,309.78,315.4,1023830
2024-07-23,314.7,316.71,312.11,312.72,926296
2024-07-24,315.16,317.51,314.89,315.87,1019314
2024-07-25,327.08,329.32,326.17,329.17,774775
2024-07-26,333.86,334.8,333.22,334.47,1068907
2024-07-29,336.56,339.48,335.53,338.12,1218705
2024-07-30,329.03,336.91,326.3,331.12,935423
2024-07-31,328.5,334.16,328.4,328.56,1182131
2024-08-01,330.87,331.36,329.9,331.36,1103012
2024-08-02,334.37,334.93,327.02,330.72,1022803
2024-08-05,325.25,328.65,319.67,325.23,911088
2024-08-06,321.93,324.31,321.11,322.7,1083530
2024-08-07,317.95,318.67,315.97,316.11,1164043
2024-08-08,320.51,322.19,318.51,320.02,506855
2024-08-09,323.17,325.52,318.76,322.31,718860
2024-08-12,333.33,333.42,327.49,332.58,1067104
2024-08-13,334.3,335.73,333.44,335.48,892882
2024-08-14,344.02,344.28,343.26,344.22,1033001
2024-08-15,351.98,353.63,349.5,350.77,1139206
2024-08-16,354.18,354.44,348.88,349.6,1188619
2024-08-19,346.73,347.01,344.95,345.55,1095471
2024-08-20,344.77,348.16,343.71,344.32,1212407
2024-08-21,338.92,339.37,337.09,338.1,813139
2024-08-22,336.54,337.08,335.82,336.08,1448233
2024-08-23,339.35,339.59,333.75,337.09,782339
2024-08-26,341.82,345.28,338.95,342.66,1135453
2024-08-27,334.56,337.98,333.55,337.38,1163987
2024-08-28,336.8,339.48,336.67,338.41,734420
2024-08-29,344.11,345.56,341.44,344.51,1164247
2024-08-30,344.2,345.01,339.08,341.35,1039360
2024-09-02,339.84,345.51,337.14,340.54,1121775
2024-09-03,342.41,345.7,341.14,344.36,1263822
2024-09-04,340.09,342.42,339.49,342.05,877447
2024-09-05,342.9,344.73,339.18,341.26,731560
2024-09-06,333.6,334.11,331.02,332.05,855352
2024-09-09,330.86,331.74,326.9,329.01,872711
2024-09-10,330.24,335.72,329.53,333.01,815485
2024-09-11,332.02,336.95,330.53,333.31,901235
2024-09-12,340.12,341.33,339.02,339.78,1007635
2024-09-13,353.06,355.02,347.49,348.1,1088342
2024-09-16,338.0,338.4,334.6,335.48,1077940
2024-09-17,330.2,330.65,328.45,330.07,755665
2024-09-18,330.51,332.4,327.74,331.96,617162
2024-09-19,331.5,333.66,331.07,331.94,959867
2024-09-20,324.9,327.07,322.88,326.97,643243
2024-09-23,329.62,332.05,327.68,329.65,1013273
2024-09-24,333.36,334.59,330.59,331.55,701694
2024-09-25,329.22,333.97,324.55,333.04,1072751
2024-09-26,339.4,339.98,335.65,339.91,752747
2024-09-27,348.09,350.21,343.51,343.66,1227106
2024-09-30,336.67,341.57,335.6,339.64,799137
2024-10-01,347.58,352.2,345.82,350.29,1032386
2024-10-02,347.87,350.05,345.42,347.44,745908
2024-10-03,337.0,337.72,335.84,336.48,975796
2024-10-04,332.21,335.67,330.98,333.41,818286
2024-10-07,332.82,334.15,330.83,331.12,1147472
2024-10-08,337.76,339.01,337.36,337.89,940090
2024-10-09,358.4,359.49,354.32,357.02,1233893
2024-10-10,346.18,346.23,346.04,346.12,791413
2024-10-11,339.7,341.79,337.15,341.77,1085635
2024-10-14,345.4,345.43,344.72,345.1,1076487
2024-10-15,355.17,355.41,351.65,352.11,1050236
2024-10-16,363.73,370.36,358.59,367.73,1420614
2024-10-17,356.33,358.12,352.36,357.73,943713
2024-10-18,367.06,367.54,362.92,366.92,789457
2024-10-21,375.68,378.95,375.16,376.0,1051854
2024-10-22,384.6,390.02,379.99,383.85,875684
2024-10-23,379.84,385.82,379.78,382.59,1006230
2024-10-24,375.95,380.84,375.88,376.71,543250
2024-10-25,379.05,381.89,375.61,380.21,1020650
2024-10-28,390.15,391.08,386.87,387.81,1057392
2024-10-29,385.98,386.43,383.81,383.91,1128254
2024-10-30,386.94,394.31,384.8,388.48,1276071
2024-10-31,389.97,390.74,385.67,387.9,875098
2024-11-01,374.62,382.11,368.73,374.0,1055999
2024-11-04,372.89,374.79,372.03,372.96,1211052
2024-11-05,381.19,383.94,379.01,383.38,1065207
2024-11-06,385.08,385.45,380.64,382.45,1055180
2024-11-07,396.22,398.08,390.43,393.42,1362612
2024-11-08,388.38,391.59,387.51,390.46,963013
2024-11-11,392.47,394.29,384.59,390.22,973199
2024-11-12,401.77,403.74,395.38,395.94,953313
2024-11-13,405.08,409.88,404.16,404.5,1394933
2024-11-14,413.67,414.29,413.39,414.12,679285
2024-11-15,414.45,414.78,408.79,410.28,907947
2024-11-18,420.77,427.37,418.37,421.07,1129830
2024-11-19,421.27,422.12,415.22,422.02,1193683
2024-11-20,408.58,411.77,407.14,411.58,1340734
2024-11-21,405.38,406.8,400.79,400.85,656501
2024-11-22,386.95,388.37,386.49,387.4,1237515
2024-11-25,389.81,393.38,388.15,389.95,1334859
2024-11-26,383.01,384.07,380.01,383.24,868178
2024-11-27,389.84,390.24,388.53,388.99,1309294
2024-11-28,395.79,401.99,393.22,394.21,1237434
2024-11-29,393.21,397.3,392.42,396.5,982950
2024-12-02,404.05,412.41,402.71,405.94,1157102
2024-12-03,401.32,403.6,400.96,402.53,1114531
2024-12-04,409.35,410.8,408.72,410.79,1109514
2024-12-05,405.49,407.64,400.29,404.34,385169
2024-12-06,411.02,417.45,410.17,410.65,833593
2024-12-09,393.4,393.67,385.72,392.91,722238
2024-12-10,389.19,390.79,385.0,388.49,1118860
2024-12-11,400.38,403.01,397.18,402.67,911626
2024-12-12,386.79,391.74,384.49,390.95,1371911
2024-12-13,384.49,386.46,384.01,384.5,975010
2024-12-16,384.96,386.49,384.64,385.59,948463
2024-12-17,379.52,382.47,378.59,380.51,1159319
2024-12-18,380.63,382.82,380.01,380.81,808776
2024-12-19,382.45,387.66,378.61,386.29,1021698
2024-12-20,385.77,386.5,384.17,384.41,1122299
2024-12-23,382.35,383.01,380.5,381.16,936270
2024-12-24,367.5,371.81,364.73,369.61,785124
2024-12-25,371.8,376.22,363.93,366.48,1116020
2024-12-26,380.23,385.44,373.24,379.56,952220
2024-12-27,370.45,377.13,370.0,372.77,1247814
2024-12-30,382.56,383.18,380.67,380.9,868105
2024-12-31,378.83,387.38,376.97,380.27,897655
